,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id,count,decklists
58,10114,3,neutral-corp,1,"Survival of the fittest' is so outdated; in finance it's 'survival of the fattest.' -Omar Keung, ""the Flashpoint""",Mariusz Siergiejew,,Expansion,,ftm,114,3,corp,Merger is worth 1 additional agenda point while in the Runner's score area.,Merger,Merger is worth 1 additional agenda point while in the Runner's score area.,Merger,agenda,False,,,,,3.0,2.0,,neutral-corp,Merger,10114,104,778,1291.0,corp,927,34,18
59,11018,3,weyland-consortium,0,"""For the duration of the emergency"" is code for ""this is the way things are now.""",Natalie Bernard,,Security,,23s,18,3,corp,"If the Runner is tagged, Crisis Management gains ""When your turn begins, do 1 meat damage.""",Crisis Management,"If the Runner is tagged, Crisis Management gains ""When your turn begins, do 1 meat damage.""",Crisis Management,agenda,False,,,,,3.0,1.0,,weyland-consortium,Crisis Management,11018,103,809,1273.0,corp,945,41,20
60,11052,3,jinteki,0,,Priscilla Kim,,Security,,es,52,3,corp,"When you score Project Kusanagi, place 1 agenda counter on it for each advancement token on it over 2. Hosted agenda counter: Choose 1 piece of ice to gain ""Subroutine Do 1 net damage."" after all its other subroutines for the remainder of this run.",Project Kusanagi,"When you score Project Kusanagi, place 1 agenda counter on it for each advancement token on it over 2.
<strong>Hosted agenda counter:</strong> Choose 1 piece of ice to gain ""[subroutine] Do 1 net damage."" after all its other subroutines for the remainder of this run.",Project Kusanagi,agenda,False,,,,,2.0,0.0,,jinteki,Project Kusanagi,11052,88,766,1297.0,corp,979,49,19
61,11099,3,neutral-corp,0,Walk loudly and carry a bigger stick.,Adam S. Doyle,,Security,,ml,99,3,corp,"When you score Show of Force, do 2 meat damage.",Show of Force,"When you score Show of Force, do 2 meat damage.",Show of Force,agenda,False,,,,,4.0,2.0,,neutral-corp,Show of Force,11099,110,366,1555.0,corp,1026,122,51
62,11110,3,haas-bioroid,0,,Samuel Leung,,Security,,qu,110,3,corp,"Place 1 agenda counter on Sensor Net Activation when you score it. Hosted agenda counter: Rez a bioroid, ignoring all costs. When the turn ends, derez that bioroid.",Sensor Net Activation,"Place 1 agenda counter on Sensor Net Activation when you score it.
<strong>Hosted agenda counter:</strong> Rez a <strong>bioroid</strong>, ignoring all costs. When the turn ends, derez that <strong>bioroid</strong>.",Sensor Net Activation,agenda,False,,,,,3.0,1.0,,haas-bioroid,Sensor Net Activation,11110,109,867,1229.0,corp,1037,7,4
63,11114,3,nbn,0,,Yog Joshi,,Security,,qu,114,3,corp,"For the first trace each turn, the Runner's link is treated as 0. (They can still increase their link strength by spending credits.) Whenever the Runner spends credits to increase their link strength, gain 1 credit for every 2 credits they spent.",Net Quarantine,"For the first trace each turn, the Runner's [link] is treated as 0. <em>(They can still increase their link strength by spending credits.)</em>
Whenever the Runner spends credits to increase their link strength, gain 1[credit] for every 2[credit] they spent.",Net Quarantine,agenda,False,,,,,4.0,2.0,,nbn,Net Quarantine,11114,117,677,1353.0,corp,1041,57,27
64,12009,3,haas-bioroid,0,"""The newest electronic-warfare rollout from NEXT Design has us sysops drooling."" -Mason Bellamy",Shawn Ye Zhongyi,,NEXT,,dc,9,3,corp,"When you score this agenda, if there is a rezzed piece of NEXT ice, you may do 1 core damage.",NEXT Wave 2,"When you score this agenda, if there is a rezzed piece of <strong>NEXT</strong> ice, you may do 1 core damage.",NEXT Wave 2,agenda,False,,,,,4.0,2.0,,haas-bioroid,NEXT Wave 2,12009,139,699,1342.0,corp,1056,36,13
65,12070,3,jinteki,0,"""Proper application of stress can create the most profound changes."" - Tennin Institute Intern Brief",Jan-Wah Li,,Ambush,,baw,70,3,corp,"As an additional cost to steal Obokata Protocol, the Runner must suffer 4 net damage.",Obokata Protocol,"As an additional cost to steal Obokata Protocol, the Runner must suffer 4 net damage.",Obokata Protocol,agenda,False,,,,,5.0,3.0,,jinteki,Obokata Protocol,12070,104,23,1954.0,corp,1117,881,309
66,12073,3,nbn,0,"""Of course words hurt."" -Bex Gleeson",Timur Shevtsov,,Initiative,,baw,73,3,corp,click: Gain 1 credit for each tag the Runner has. Use this ability only once per turn.,Escalate Vitriol,[click]: Gain 1[credit] for each tag the Runner has. Use this ability only once per turn.,Escalate Vitriol,agenda,False,,,,,4.0,2.0,,nbn,Escalate Vitriol,12073,104,885,1205.0,corp,1120,15,9
67,12074,3,nbn,0,,Wenjuinn Png,,Initiative,,baw,74,3,corp,"When you score this agenda, you may add X cards from HQ to the bottom of R&D to draw X cards. The Runner adds X cards from the grip at random to the bottom of the stack, if able.",Reeducation,"When you score this agenda, you may add X cards from HQ to the bottom of R&D to draw X cards. The Runner adds X cards from the grip at random to the bottom of the stack, if able.",Reeducation,agenda,False,,,,,5.0,3.0,,nbn,Reeducation,12074,122,362,1560.0,corp,1121,77,34
68,12076,3,weyland-consortium,0,"""I've got a rock!"" - Charles ""Mad Dog"" Brun, Comet Jockey",Mark Molnar,,,,baw,76,3,corp,"When you score Meteor Mining, you may gain 7 credits. If the Runner has at least 2 tags, you may do 7 meat damage instead.",Meteor Mining,"When you score Meteor Mining, you may gain 7[credit]. If the Runner has at least 2 tags, you may do 7 meat damage instead.",Meteor Mining,agenda,False,,,,,5.0,2.0,,weyland-consortium,Meteor Mining,12076,121,680,1350.0,corp,1123,16,9
69,12077,3,weyland-consortium,0,,Ed Mattinian,,,,baw,77,3,corp,"When you score this agenda, the Runner may trash 1 of their installed cards. If they do not, draw 1 card and gain 5 credits. Otherwise, you may trash 1 of your installed cards to repeat this process.",Standoff,"When you score this agenda, the Runner may trash 1 of their installed cards. If they do not, draw 1 card and gain 5[credit]. Otherwise, you may trash 1 of your installed cards to repeat this process.",Standoff,agenda,False,,,,,2.0,0.0,,weyland-consortium,Standoff,12077,116,467,1487.0,corp,1124,118,51
70,12092,3,jinteki,0,"""As you'll see on page 276, section CDXXIX, paragraph 47, line 102 of your contract, you are overdue for your seed upgrade, and all growth from out of date seed is to be confiscated and destroyed.""",Ed Mattinian,,Security,,fm,92,3,corp,"When you score Mandatory Seed Replacement, rearrange any number of ice protecting all servers.",Mandatory Seed Replacement,"When you score Mandatory Seed Replacement, rearrange any number of ice protecting all servers.",Mandatory Seed Replacement,agenda,False,,,,,4.0,2.0,,jinteki,Mandatory Seed Replacement,12092,112,845,1247.0,corp,1139,1,1
71,12093,3,jinteki,0,AgInfusion doesn't just have patents on nearly every plant seed that is farmed on Mars—they own most of the rights to the water that the farms use.,Mark Molnar,,Initiative,,fm,93,3,corp,The install cost of each non-virtual resource is increased by 1.,Water Monopoly,The install cost of each non-<strong>virtual</strong> resource is increased by 1.,Water Monopoly,agenda,False,,,,,3.0,1.0,,jinteki,Water Monopoly,12093,104,838,1254.0,corp,1140,10,5
72,12110,3,haas-bioroid,0,"""Sure, we also use human labor—they are more easily replaced."" -Emil Merk",Mark Molnar,,,,cd,110,3,corp,"When you score CFC Excavation Contract, gain 2 credits for each rezzed bioroid.",CFC Excavation Contract,"When you score CFC Excavation Contract, gain 2[credit] for each rezzed <strong>bioroid</strong>.",CFC Excavation Contract,agenda,False,,,,,4.0,2.0,,haas-bioroid,CFC Excavation Contract,12110,120,738,1318.0,corp,1157,53,22
73,12115,3,nbn,0,Only NBN's sec teams were outfitted with systems that could read data flows and see into the Net.,Martin de Diego Sádaba,,Security,,cd,115,3,corp,"The first time each turn the Runner trashes a Corp card, give them 1 tag.",AR-Enhanced Security,"The first time each turn the Runner trashes a Corp card, give them 1 tag.",AR-Enhanced Security,agenda,False,,,,,3.0,1.0,,nbn,AR-Enhanced Security,12115,111,78,1835.0,corp,1162,275,114
74,13029,3,haas-bioroid,0,The black level clearance sub-sub-basement of Haas-Bioroid is a magical place.,Martin de Diego Sádaba,,Security,,td,29,3,corp,"When you score this agenda, you may pay X credits. If you do, the Runner adds X cards from the grip at random to the bottom of the stack, then draws 1 card.",Brain Rewiring,"When you score this agenda, you may pay X[credit]. If you do, the Runner adds X cards from the grip at random to the bottom of the stack, then draws 1 card.",Brain Rewiring,agenda,False,,,,,3.0,1.0,,haas-bioroid,Brain Rewiring,13029,123,164,1718.0,corp,1196,40,14
75,13030,3,haas-bioroid,0,,Matt Zeilinger,,Initiative,,td,30,3,corp,"Place 2 agenda counters on Elective Upgrade when you score it. click, hosted agenda counter: Gain click click. Use this ability only once per turn.",Elective Upgrade,"Place 2 agenda counters on Elective Upgrade when you score it.
[click], <strong>hosted agenda counter</strong>: Gain [click][click]. Use this ability only once per turn.",Elective Upgrade,agenda,False,,,,,5.0,3.0,,haas-bioroid,Elective Upgrade,13030,121,273,1629.0,corp,1197,177,79
76,13042,3,weyland-consortium,0,,Ed Mattinian,,Security,,td,42,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: For the remainder of this run, the Runner must trash 1 card from the grip as an additional cost to jack out or break a subroutine. Use this ability only during a run.",Armored Servers,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> For the remainder of this run, the Runner must trash 1 card from the grip as an additional cost to jack out or break a subroutine. Use this ability only during a run.",Armored Servers,agenda,False,,,,,4.0,2.0,,weyland-consortium,Armored Servers,13042,112,693,1344.0,corp,1209,57,26
77,13043,3,weyland-consortium,0,"""Anything, to anyone...for the right price.""",Ed Mattinian,,Expansion,,td,43,3,corp,"When you score Illicit Sales, you may take 1 bad publicity. Gain 3 credits for each bad publicity that you have.",Illicit Sales,"When you score Illicit Sales, you may take 1 bad publicity. Gain 3[credit] for each bad publicity that you have.",Illicit Sales,agenda,False,,,,,3.0,1.0,,weyland-consortium,Illicit Sales,13043,123,716,1331.0,corp,1210,44,16
78,13044,3,weyland-consortium,0,,Del Borovic,,,,td,44,3,corp,"When you score Graft, you may search your deck for up to 3 cards, reveal them, and add them to HQ. Shuffle R&D.",Graft,"When you score Graft, you may search your deck for up to 3 cards, reveal them, and add them to HQ. Shuffle R&D.",Graft,agenda,False,,,,,5.0,3.0,,weyland-consortium,Graft,13044,121,547,1439.0,corp,1211,37,22
79,20062,3,haas-bioroid,0,Who wants to start a war?,Emilio Rodriguez,,Security,,core2,62,2,corp,"When you score this agenda, the Runner trashes 1 of their installed cards for each hosted advancement counter past 4. If the Runner trashes at least 1 card this way, take 1 bad publicity.",Project Ares,"When you score this agenda, the Runner trashes 1 of their installed cards for each hosted advancement counter past 4. If the Runner trashes at least 1 card this way, take 1 bad publicity.",Project Ares,agenda,False,,,,,4.0,2.0,,haas-bioroid,Project Ares,20062,102,883,1205.0,corp,298,34,16
80,20080,3,weyland-consortium,0,"""I use bioroids because I can wipe their memories or just blow their brains out when the job is done. No witnesses means no witnesses.""",Gong Studios,,Security,,core2,111,1,corp,"Interrupt -> Whenever you would do meat damage, increase that damage by 1.",The Cleaners,"[interrupt] → Whenever you would do meat damage, increase that damage by 1.",The Cleaners,agenda,False,,,,,5.0,3.0,,weyland-consortium,The Cleaners,20080,111,665,1363.0,corp,324,67,34
81,20094,3,jinteki,0,,Gong Studios,,Research,,core2,78,3,corp,"When you score Braintrust, place 1 agenda counter on it for every 2 advancement tokens on it over 3. The rez cost of all ice is lowered by 1 for each agenda counter on Braintrust.",Braintrust,"When you score Braintrust, place 1 agenda counter on it for every 2 advancement tokens on it over 3.
The rez cost of all ice is lowered by 1 for each agenda counter on Braintrust.",Braintrust,agenda,False,,,,,3.0,2.0,,jinteki,Braintrust,20094,115,290,1616.0,corp,127,171,65
82,20111,3,nbn,0,"""The damn raven just kind of cawed at me as I went past. I should have known it was too good to be true.""",Adam S. Doyle,,Ambush,,core2,95,3,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda, give them 1 tag.",TGTBT,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda, give them 1 tag.",TGTBT,agenda,False,,,,,3.0,1.0,,nbn,TGTBT,20111,108,426,1516.0,corp,363,76,33
83,20126,3,neutral-corp,0,"""Expensive? Not when you're protecting a fortune as large as ours.""",Adam Schumpert,,Security,,core2,126,2,corp,"If the Runner is tagged, Private Security Force gains: ""click: Do 1 meat damage.""",Private Security Force,"If the Runner is tagged, Private Security Force gains: ""[click]: Do 1 meat damage.""",Private Security Force,agenda,False,,,,,4.0,2.0,,neutral-corp,Private Security Force,20126,82,836,1256.0,corp,107,91,47
84,21010,3,haas-bioroid,0,"""The average citizen of Nairobi speaks six languages. Every culture, language, ethnicity of the east of Africa collides here, collapses together. What happens slowly by nature can happen quickly in our lab. We will bring peace."" - Dr. Muchina, Project Lead",Michał Miłkowski,,Security,,ss,10,3,corp,"As an additional cost to steal Ikawah Project, the Runner must spend click and 2 credits.",Ikawah Project,"As an additional cost to steal Ikawah Project, the Runner must spend [click] and 2[credit].",Ikawah Project,agenda,False,,,,,5.0,3.0,,haas-bioroid,Ikawah Project,21010,115,334,1582.0,corp,1366,202,89
85,21033,3,jinteki,0,,Pavel Kolomeyets,,Research,,dtwn,33,3,corp,"When Bacterial Programming is scored or stolen, you may look at the top 7 cards of R&D, add any number of them to HQ, trash any number of them, and arrange the rest in any order.",Bacterial Programming,"When Bacterial Programming is scored or stolen, you may look at the top 7 cards of R&D, add any number of them to HQ, trash any number of them, and arrange the rest in any order.",Bacterial Programming,agenda,False,,,,,5.0,3.0,,jinteki,Bacterial Programming,21033,115,211,1675.0,corp,1389,102,41
86,21038,3,neutral-corp,0,,Caravan Studio,,Initiative,,dtwn,38,3,corp,"When this agenda is scored or stolen, place 9 credits on it. When the Corp's turn begins, they may take 3 credits from this agenda. This ability is active even while this agenda is in the Runner's score area.",SSL Endorsement,"When this agenda is scored or stolen, place 9[credit] on it.
When the Corp's turn begins, they may take 3[credit] from this agenda. This ability is active even while this agenda is in the Runner's score area.",SSL Endorsement,agenda,False,,,,,5.0,3.0,,neutral-corp,SSL Endorsement,21038,110,38,1914.0,corp,1394,495,211
87,21055,3,nbn,0,"Master any subject in 30 minutes or less!*
*Azmari EdTech is not responsible for altered memories or reduced temporal lobe functionality. Level of mastery may vary.",Juan Novelletto,,Initiative,,cotc,55,3,corp,"As an additional cost to steal Degree Mill, the Runner must shuffle 2 installed Runner cards into the stack.",Degree Mill,"As an additional cost to steal Degree Mill, the Runner must shuffle 2 installed Runner cards into the stack.",Degree Mill,agenda,False,,,,,5.0,3.0,,nbn,Degree Mill,21055,105,245,1653.0,corp,1411,173,70
88,21057,3,weyland-consortium,0,"""The way I see it, you've got two options: die here or die running. I'll enjoy both.""",Le Vuong,,Security,,cotc,57,3,corp,"When you score Armed Intimidation, the Runner must either suffer 5 meat damage or take 2 tags.",Armed Intimidation,"When you score Armed Intimidation, the Runner must either suffer 5 meat damage or take 2 tags.",Armed Intimidation,agenda,False,,,,,4.0,2.0,,weyland-consortium,Armed Intimidation,21057,153,319,1594.0,corp,1413,113,55
89,21078,3,weyland-consortium,0,,Nasrul Hakim,,Public,,tdatd,78,3,corp,"Install City Works Project faceup. When the Runner accesses City Works Project while it is installed, do 2 meat damage and 1 additional meat damage for each advancement token on it.",City Works Project,"Install City Works Project faceup.
When the Runner accesses City Works Project while it is installed, do 2 meat damage and 1 additional meat damage for each advancement token on it.",City Works Project,agenda,False,,,,,5.0,3.0,,weyland-consortium,City Works Project,21078,111,141,1751.0,corp,1434,258,96
90,21091,3,haas-bioroid,0,,Nasrul Hakim,,Security,,win,91,3,corp,"When you score Remote Enforcement, you may search R&D for a piece of ice, install it protecting a remote server (paying its install cost), and rez it, ignoring its rez cost, then shuffle R&D.",Remote Enforcement,"When you score Remote Enforcement, you may search R&D for a piece of ice, install it protecting a remote server (paying its install cost), and rez it, ignoring its rez cost, then shuffle R&D.",Remote Enforcement,agenda,False,,,,,4.0,2.0,,haas-bioroid,Remote Enforcement,21091,120,525,1455.0,corp,1447,46,23
91,21094,3,jinteki,0,"Quicker and deadlier than ever imagined, the trial was an outstanding success.",Michał Miłkowski,,Research - Security,,win,94,3,corp,"When the turn on which you scored Viral Weaponization ends, do 1 net damage for each card in the grip.",Viral Weaponization,"When the turn on which you scored Viral Weaponization ends, do 1 net damage for each card in the grip.",Viral Weaponization,agenda,False,,,,,4.0,2.0,,jinteki,Viral Weaponization,21094,114,317,1597.0,corp,1450,72,30
92,21116,3,nbn,0,"""Deep down, everyone wants to be good. We ensure that desire is met."" - Taavi Gyula",BalanceSheet,,Initiative,,ka,116,3,corp,"The first time the Runner plays a run event or installs an icebreaker program each turn, you may give the Runner 1 tag.",Better Citizen Program,"The first time the Runner plays a <strong>run</strong> event or installs an <strong>icebreaker</strong> program each turn, you may give the Runner 1 tag.",Better Citizen Program,agenda,False,,,,,4.0,2.0,,nbn,Better Citizen Program,21116,108,501,1466.0,corp,1472,30,19
93,22027,3,haas-bioroid,0,"""Our analysis shows significant support from both the public and private sectors.""",Angga Satriohadi,,Expansion,,rar,27,3,corp,"When Hyperloop Extension is scored or stolen, the Corp gains 3 credits.",Hyperloop Extension,"When Hyperloop Extension is scored or stolen, the Corp gains 3[credit].",Hyperloop Extension,agenda,False,,,,,3.0,1.0,,haas-bioroid,Hyperloop Extension,22027,112,251,1649.0,corp,1503,176,71
94,22035,3,jinteki,0,"""Jumon, all too Jumon...""",Mariusz Siergiejew,,Research,,rar,35,3,corp,"When your turn ends, place 2 advancement counters on 1 card in the root of a remote server.",Jumon,"When your turn ends, place 2 advancement counters on 1 card in the root of a remote server.",Jumon,agenda,False,,,,,6.0,2.0,,jinteki,Jumon,22035,105,510,1462.0,corp,1511,25,11
95,22043,3,nbn,0,Only half as annoying as the real thing.,Martin de Diego Sádaba,,Initiative,,rar,43,3,corp,"When you score Fly on the Wall, give the Runner 1 tag.",Fly on the Wall,"When you score Fly on the Wall, give the Runner 1 tag.",Fly on the Wall,agenda,False,,,,,3.0,1.0,,nbn,Fly on the Wall,22043,105,509,1462.0,corp,1519,41,18
96,22051,3,weyland-consortium,0,,Steve Hamilton,,Security,,rar,51,3,corp,"When you score Broad Daylight, you may take 1 bad publicity. Place 1 agenda counter on Broad Daylight for each bad publicity you have. click, hosted agenda counter: Do 2 meat damage. Use this ability only once per turn.",Broad Daylight,"When you score Broad Daylight, you may take 1 bad publicity. Place 1 agenda counter on Broad Daylight for each bad publicity you have.
[click], <strong>hosted agenda counter</strong>: Do 2 meat damage. Use this ability only once per turn.",Broad Daylight,agenda,False,,,,,4.0,2.0,,weyland-consortium,Broad Daylight,22051,123,536,1447.0,corp,1527,77,35
97,25069,3,haas-bioroid,0,,Clark Huggins,,Research,,sc19,69,2,corp,"When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.",Successful Field Test,"When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.",Successful Field Test,agenda,False,,,,,4.0,2.0,,haas-bioroid,Successful Field Test,25069,113,198,1684.0,corp,1198,66,24
98,25086,3,jinteki,0,,Eko Puteh,,Ambush,,sc19,86,2,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda anywhere except in Archives, do 2 net damage. As an additional cost to steal this agenda, the Runner must pay 2 credits.",Fetal AI,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda anywhere except in Archives, do 2 net damage.
As an additional cost to steal this agenda, the Runner must pay 2[credit].",Fetal AI,agenda,False,,,,,5.0,2.0,,jinteki,Fetal AI,25086,111,225,1667.0,corp,145,122,55
99,25088,1,jinteki,0,,Ed Mattinian,,Security,,sc19,88,1,corp,"When you score Philotic Entanglement, do 1 net damage for each agenda in the Runner's score area. Limit 1 Philotic Entanglement per deck.",Philotic Entanglement,"When you score Philotic Entanglement, do 1 net damage for each agenda in the Runner's score area.
Limit 1 Philotic Entanglement per deck.",Philotic Entanglement,agenda,True,,,,,3.0,2.0,,jinteki,Philotic Entanglement,25088,120,113,1788.0,corp,414,123,123
100,25106,3,nbn,0,"It's like Lethal Action 3, only with more explosions.",Mike Nesbitt,,Sensie,,sc19,106,2,corp,"While the Runner is accessing this agenda in R&D, they must reveal it. When the Runner accesses this agenda, you may gain 5 credits.",Explode-a-palooza,"While the Runner is accessing this agenda in R&D, they must reveal it.
When the Runner accesses this agenda, you may gain 5[credit].",Explode-a-palooza,agenda,False,,,,,4.0,2.0,,nbn,Explode-a-palooza,25106,124,282,1625.0,corp,732,51,29
101,25140,3,neutral-corp,0,,Liiga Smilshkalne,,Security,,sc19,140,2,corp,"When you score Paper Trail, Trace[6]. If successful, trash all connection and job resources.",Paper Trail,"When you score Paper Trail, Trace[6]. If successful, trash all <strong>connection</strong> and <strong>job</strong> resources.",Paper Trail,agenda,False,,,,,4.0,2.0,,neutral-corp,Paper Trail,25140,122,585,1417.0,corp,1220,30,19
102,25141,3,neutral-corp,0,"""If it isn't in my terminal by six p.m., heads are going to roll!""","Dmitry Prosvirnin, Atha Kanaani",,Security,,sc19,141,2,corp,"When you score Priority Requisition, you may rez a piece of ice ignoring all costs.",Priority Requisition,"When you score Priority Requisition, you may rez a piece of ice ignoring all costs.",Priority Requisition,agenda,False,,,,,5.0,3.0,,neutral-corp,Priority Requisition,25141,137,834,1259.0,corp,106,98,46
103,26032,3,haas-bioroid,0,"""Early success should be rewarded, as it will encourage a culture of drive and competition.""
-Corporate Leadership for Dummies",Krembler,,Research,,df,32,3,corp,"When you score this agenda, look at the top 5 cards of R&D. You may install and rez 1 of those cards, ignoring all costs.",Architect Deployment Test,"When you score this agenda, look at the top 5 cards of R&D. You may install and rez 1 of those cards, ignoring all costs.",Architect Deployment Test,agenda,False,,,,,4.0,2.0,,haas-bioroid,Architect Deployment Test,26032,132,437,1506.0,corp,1722,65,26
104,26040,3,jinteki,0,,Krembler,,Research,,df,40,3,corp,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Swap 1 card from HQ with 1 card in the root of or protecting the attacked server. The Runner may jack out. Use this ability only during a run.",Project Yagi-Uda,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Swap 1 card from HQ with 1 card in the root of or protecting the attacked server. The Runner may jack out. Use this ability only during a run.",Project Yagi-Uda,agenda,False,,,,,3.0,2.0,,jinteki,Project Yagi-Uda,26040,106,265,1639.0,corp,1730,135,50
105,26041,3,jinteki,0,"""'It is my nature,' said the scorpion.""
-Conceptual Frameworks in Bio-Ethics and Synthetic Morality, Moser University Press",Krembler,,Ambush,,df,41,3,corp,"When a player scores or steals this agenda, do X net damage. X is equal to the number of copies of Sting! in the other player's score area plus 1.",Sting!,"When a player scores or steals this agenda, do X net damage. X is equal to the number of copies of Sting! in the other player's score area plus 1.",Sting!,agenda,False,,,,,3.0,1.0,,jinteki,Sting!,26041,106,101,1803.0,corp,1731,132,44
106,26047,3,nbn,0,"Scrub-loving devs nerfed cannon rushes cause whiny bronzers complained. Left me four wins down in finals.
Anyway I won.",Deivis Goetten,,Expansion,,df,47,3,corp,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Place 1 advancement token on an installed card.",Remastered Edition,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement token on an installed card.",Remastered Edition,agenda,False,,,,,4.0,2.0,,nbn,Remastered Edition,26047,117,262,1640.0,corp,1737,67,30
107,26055,3,weyland-consortium,0,"As the documents show, for eight months they have operated as an entirely independent fiscal entity. We are as appalled at the carelessness as you are, and fully support City Hall's investigation.",Krembler,,,,df,55,3,corp,"Whenever the Runner steals another agenda, you may forfeit this agenda to gain 5 credits and add the stolen agenda to HQ.",Divested Trust,"Whenever the Runner steals another agenda, you may forfeit this agenda to gain 5[credit] and add the stolen agenda to HQ.",Divested Trust,agenda,False,,,,,3.0,1.0,,weyland-consortium,Divested Trust,26055,115,451,1497.0,corp,1745,72,33
108,26056,3,weyland-consortium,0,"""Drones are precision instruments. Collateral damage is merely an undisclosed target."" -Chief ""Pinchy"" Wilson",Olie Boldador,,Security,,df,56,3,corp,"As an additional cost to steal this agenda, the Runner must trash an installed program. When you score this agenda, trash an installed program.",SDS Drone Deployment,"As an additional cost to steal this agenda, the Runner must trash an installed program.
When you score this agenda, trash an installed program.",SDS Drone Deployment,agenda,False,,,,,5.0,3.0,,weyland-consortium,SDS Drone Deployment,26056,120,134,1761.0,corp,1746,291,112
109,26063,3,neutral-corp,1,"The Fracture was no different from any other crisis. As always, Management's first instinct was to find someone to blame. Getting food up to Midway or He3 down to power Earthside hospitals are trivialities compared to the important work of salving Executive ego and keeping one's job.",Iain Fairclough,,Research,,df,63,3,corp,You cannot score this agenda if you installed it this turn.,Vulnerability Audit,You cannot score this agenda if you installed it this turn.,Vulnerability Audit,agenda,False,,,,,4.0,3.0,,neutral-corp,Vulnerability Audit,26063,135,542,1441.0,corp,1753,22,13
110,26097,3,haas-bioroid,0,,Patrick Burk,,Research,,ur,97,3,corp,"Interrupt -> When this agenda would be added to the Runner's score area from anywhere except Archives, instead it is added to their score area with 4 hosted agenda counters. While this agenda is in the Runner's score area with 1 or more hosted agenda counters, it is worth 0 agenda points and gains ""When the Runner's turn begins, remove 1 hosted agenda counter.""",Project Vacheron,"[interrupt] → When this agenda would be added to the Runner's score area from anywhere except Archives, instead it is added to their score area with 4 hosted agenda counters.
While this agenda is in the Runner's score area with 1 or more hosted agenda counters, it is worth 0 agenda points and gains ""When the Runner's turn begins, remove 1 hosted agenda counter.""",Project Vacheron,agenda,False,,,,,5.0,3.0,,haas-bioroid,Project Vacheron,26097,87,15,1990.0,corp,1787,77,33
111,26106,3,jinteki,0,"""Voice is a sledgehammer. Text, a blunt saw. Truth requires subtler instruments.""
-Dr. Tang, Address to the Hyoubu Steering Committee",N. Hopkins,,,,ur,106,3,corp,"When you score this agenda, place 5 agenda counters on it. Hosted agenda counter: Reveal the top card of R&D. Draw 2 cards. Add 1 card from HQ to the top of R&D. Use this ability only once per turn.",Flower Sermon,"When you score this agenda, place 5 agenda counters on it.
<strong>Hosted agenda counter:</strong> Reveal the top card of R&D. Draw 2 cards. Add 1 card from HQ to the top of R&D. Use this ability only once per turn.",Flower Sermon,agenda,False,,,,,4.0,2.0,,jinteki,Flower Sermon,26106,118,363,1559.0,corp,1796,19,7
112,26114,3,nbn,0,"Mars' tiny population made rich multiplayer experiences a big challenge. We cracked it by live-beaming the gestalt of our <em>Earth</em> playerbase second-by-second. Bellona weaves these ""lag-ghosts"" into compelling interactables—more responsive than the real thing!","N. Hopkins, Iain Fairclough",,Expansion,,ur,114,3,corp,"As an additional cost to steal this agenda, the Runner must pay 5 credits. When you score this agenda, gain 5 credits.",Bellona,"As an additional cost to steal this agenda, the Runner must pay 5[credit].
When you score this agenda, gain 5[credit].",Bellona,agenda,False,,,,,5.0,3.0,,nbn,Bellona,26114,101,29,1939.0,corp,1804,263,99
113,26121,3,weyland-consortium,0,"Once you're on the Space Elevator Authority's blacklist, you aren't going anywhere.",Zoe Cohen,,Initiative,,ur,121,3,corp,"When you score this agenda, place 2 agenda counters on it. Hosted agenda counter: This run cannot be declared successful. (This effect does not cause the run to become unsuccessful.) Use this ability only once per turn.",Transport Monopoly,"When you score this agenda, place 2 agenda counters on it.
<strong>Hosted agenda counter:</strong> This run cannot be declared successful. <em>(This effect does not cause the run to become unsuccessful.)</em> Use this ability only once per turn.",Transport Monopoly,agenda,False,,,,,4.0,2.0,,weyland-consortium,Transport Monopoly,26121,117,656,1368.0,corp,1811,5,2
